date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts,account,daily_gain,posts_per_day,month,growth_rate,index_100,daily_growth_rel
2025-03-03,86274,202,9652,5.778,4960.8,24.5,0.494,28.0,brake_gp,88.0,4.0,2025-03,0.10200060273083432,109.47504663291332,0.0010210475019145626
2025-03-04,86342,202,9654,2.758,2368.0,13.1,0.553,28.0,brake_gp,68.0,4.0,2025-03,0.07875657269926571,109.56133338409025,0.0007881864756473789
2025-03-05,86436,202,9656,2.935,2523.0,13.7,0.543,28.0,brake_gp,94.0,4.0,2025-03,0.1087509833865519,109.68061212836425,0.0010886937990781664
2025-03-06,86484,202,9658,3.146,2699.6,20.9,0.774,27.0,brake_gp,48.0,3.857142857142857,2025-03,0.055501595670875536,109.74152042331265,0.0005553241704845391
2025-03-07,86552,202,9661,4.024,3447.9,34.6,1.004,20.0,brake_gp,68.0,2.857142857142857,2025-03,0.07856548664386728,109.82780717448956,0.0007862726053373681
2025-03-08,86684,202,9663,5.271,4526.3,42.9,0.948,15.0,brake_gp,132.0,2.142857142857143,2025-03,0.15227723686032024,109.99530498559773,0.0015250947407339233
2025-03-09,86744,203,9666,6.237,5364.2,46.1,0.859,14.0,brake_gp,60.0,2.0,2025-03,0.0691690491561376,110.07144035428324,0.0006921692584560546
2025-03-10,86793,203,9668,8.41,7244.8,54.3,0.75,14.0,brake_gp,49.0,2.0,2025-03,0.056456165819824176,110.1336175720431,0.000564880568108439
2025-03-11,86820,203,9671,8.944,7707.5,57.6,0.747,14.0,brake_gp,27.0,2.0,2025-03,0.031098825155494128,110.16787848795158,0.0003110849953338324
2025-03-12,86855,203,9674,7.949,6859.6,44.3,0.646,14.0,brake_gp,35.0,2.0,2025-03,0.0402970468021415,110.21229078635146,0.00040313291868243617
2025-03-13,86897,202,9676,7.622,6559.9,63.3,0.965,14.0,brake_gp,42.0,2.0,2025-03,0.04833308399599526,110.26558554443133,0.0004835645616256823
2025-03-14,86939,202,9683,7.717,6641.4,67.8,1.021,19.0,brake_gp,42.0,2.7142857142857144,2025-03,0.048309734411483916,110.3188803025112,0.00048333083995988346
2025-03-15,86988,203,9692,4.263,3642.3,65.8,1.807,28.0,brake_gp,49.0,4.0,2025-03,0.05632960868165724,110.38105752027103,0.0005636135681339471
2025-03-16,87110,203,9697,2.985,2583.9,16.1,0.623,40.0,brake_gp,122.0,5.714285714285714,2025-03,0.14005280679600504,110.53586610326494,0.001402492297788216
2025-03-17,87258,203,9702,2.763,2398.5,12.2,0.509,41.0,brake_gp,148.0,5.857142857142857,2025-03,0.1696119553507988,110.72366667935589,0.001699001262771116
2025-03-18,87337,203,9706,3.556,3090.0,16.0,0.518,41.0,brake_gp,79.0,5.857142857142857,2025-03,0.090454217571018,110.8239115814585,0.0009053611130211969
2025-03-19,87402,203,9710,3.752,3262.4,17.0,0.521,34.0,brake_gp,65.0,4.857142857142857,2025-03,0.07436900757419738,110.90639156420114,0.0007442435622930788
2025-03-20,87457,204,9713,4.075,3546.4,17.6,0.496,29.0,brake_gp,55.0,4.142857142857143,2025-03,0.06288804784065312,110.97618231882956,0.0006292762179356259
2025-03-21,87511,204,9715,4.761,4145.4,20.9,0.504,26.0,brake_gp,54.0,3.7142857142857144,2025-03,0.061706528322153786,111.04470415064651,0.0006174462878900666
2025-03-22,87578,206,9717,6.793,5910.1,39.2,0.663,18.0,brake_gp,67.0,2.5714285714285716,2025-03,0.0765032314051474,111.129721979012,0.0007656180365895882
2025-03-23,87654,206,9720,5.666,4935.8,31.1,0.63,15.0,brake_gp,76.0,2.142857142857143,2025-03,0.08670454286170626,111.22616011268033,0.0008677978487747762
2025-03-24,87716,206,9722,6.06,5269.8,46.1,0.875,14.0,brake_gp,62.0,2.0,2025-03,0.0706826576679283,111.30483332698873,0.0007073265338717327
2025-03-25,87770,206,9725,5.889,5120.3,48.1,0.939,14.0,brake_gp,54.0,2.0,2025-03,0.061524438874330636,111.37335515880568,0.0006156231474303553
2025-03-26,87826,206,9727,7.731,6734.8,55.2,0.82,14.0,brake_gp,56.0,2.0,2025-03,0.06376243936875185,111.44441483624551,0.0006380312179559144
2025-03-27,87852,206,9728,7.202,6273.9,52.9,0.843,13.0,brake_gp,26.0,1.8571428571428572,2025-03,0.029595228338569413,111.47740682934257,0.0002960398970692779
2025-03-28,87877,206,9734,7.3,6374.9,39.7,0.623,15.0,brake_gp,25.0,2.142857142857143,2025-03,0.028448854649111826,111.5091298996282,0.0002845695032553941
2025-03-29,87919,206,9742,7.261,6342.3,41.5,0.654,20.0,brake_gp,42.0,2.857142857142857,2025-03,0.047771243985941604,111.56242465770806,0.0004779407581050332
2025-03-30,87968,206,9752,5.031,4406.6,18.7,0.424,23.0,brake_gp,49.0,3.2857142857142856,2025-03,0.055702073481265914,111.62460187546792,0.0005573311798359182
2025-03-31,88025,206,9764,2.252,1973.1,9.2,0.466,24.0,brake_gp,57.0,3.4285714285714284,2025-03,0.06475433115592161,111.69693047571916,0.0006479628955984307
2025-04-01,88124,206,9766,2.106,1847.0,8.6,0.466,24.0,brake_gp,99.0,3.4285714285714284,2025-04,0.11234170033135127,111.82255383405027,0.0011246804884976758
2025-04-02,88299,206,9769,2.001,1755.7,11.3,0.644,24.0,brake_gp,175.0,3.4285714285714284,2025-04,0.1981902399800677,112.04461532604972,0.001985838137170459
2025-04-03,88398,207,9771,4.182,3655.9,40.9,1.119,28.0,brake_gp,99.0,4.0,2025-04,0.11199348401547546,112.17023868438083,0.0011211905004586686
2025-04-04,88470,206,9773,5.034,4406.6,46.6,1.058,23.0,brake_gp,72.0,3.2857142857142856,2025-04,0.08138351983723296,112.26160112680346,0.0008144980655671041
2025-04-05,88543,206,9775,7.621,6678.9,68.9,1.032,18.0,brake_gp,73.0,2.5714285714285716,2025-04,0.08244581728651615,112.35423249203751,0.0008251384650164173
2025-04-06,88600,207,9777,9.865,8654.1,86.3,0.997,15.0,brake_gp,57.0,2.142857142857143,2025-04,0.06433408577878104,112.42656109228875,0.0006437550116893398
2025-04-07,88649,208,9779,10.211,8962.5,89.8,1.002,14.0,brake_gp,49.0,2.0,2025-04,0.05527417116944353,112.4887383100486,0.000553047404063145
2025-04-08,88711,208,9781,10.417,9116.1,125.3,1.374,14.0,brake_gp,62.0,2.0,2025-04,0.06988986709652692,112.56741152435697,0.0006993874719398718
2025-04-09,88787,208,9783,6.64,5829.0,66.8,1.146,14.0,brake_gp,76.0,2.0,2025-04,0.08559811684142948,112.6638496580253,0.0008567144998929965
2025-04-10,88859,208,9785,8.916,7846.8,76.3,0.972,14.0,brake_gp,72.0,2.0,2025-04,0.08102724541126954,112.75521210044792,0.0008109295279714601
2025-04-11,88926,208,9793,8.572,7549.7,72.8,0.964,20.0,brake_gp,67.0,2.857142857142857,2025-04,0.07534354407035063,112.84022992881344,0.0007540035336881523
2025-04-12,89015,208,9801,8.254,7319.9,27.1,0.37,28.0,brake_gp,89.0,4.0,2025-04,0.09998314890748751,112.95316405903029,0.001000832152576292
2025-04-13,89094,208,9806,2.121,1880.2,9.2,0.489,40.0,brake_gp,79.0,5.714285714285714,2025-04,0.08867039306799561,113.0534089611329,0.0008874908723248698
2025-04-14,89243,208,9808,1.545,1372.1,6.7,0.488,40.0,brake_gp,149.0,5.714285714285714,2025-04,0.16695987360353193,113.24247846003527,0.0016723909578646445
2025-04-15,89359,208,9818,2.21,1963.1,11.4,0.581,40.0,brake_gp,116.0,5.714285714285714,2025-04,0.12981344912096152,113.38967350616062,0.0012998218347657353
2025-04-16,89502,208,9820,2.428,2161.4,12.0,0.555,34.0,brake_gp,143.0,4.857142857142857,2025-04,0.15977296596724094,113.57112946819446,0.0016002864848532194
2025-04-17,89629,208,9822,3.436,3058.8,20.9,0.683,29.0,brake_gp,127.0,4.142857142857143,2025-04,0.14169521025560922,113.73228266524546,0.0014189627047440645
2025-04-18,89693,208,9824,4.47,3982.6,27.1,0.68,23.0,brake_gp,64.0,3.2857142857142856,2025-04,0.07135450927051164,113.81349372517671,0.0007140546028630013
2025-04-19,89738,208,9826,5.979,5329.2,36.2,0.679,17.0,brake_gp,45.0,2.4285714285714284,2025-04,0.050145980521072456,113.87059525169083,0.0005017113933083461
2025-04-20,89795,209,9828,5.601,4996.8,32.8,0.656,14.0,brake_gp,57.0,2.0,2025-04,0.0634779219332925,113.94292385194208,0.0006351824199335443
